"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","238","test_checkout_form_validation[chromium-missing_last_name]","tests","2026-09-23","broken","2026-09-23","","test_checkout","",""
"","304","test_complete_checkout_flow[chromium]","tests","2026-09-23","broken","2026-09-23","","test_checkout","",""
"","229","test_successful_login[chromium]","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","599","test_catalog_sorting[firefox-price_low_to_high]","tests","2026-09-23","passed","2026-09-23","TestInventory","test_inventory","",""
"","421","test_successful_login[firefox]","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","470","test_login_negative[webkit-empty_username]","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","535","test_catalog_sorting[webkit-name_a_to_z]","tests","2026-09-23","passed","2026-09-23","TestInventory","test_inventory","",""
"","634","test_catalog_sorting[firefox-name_a_to_z]","tests","2026-09-23","passed","2026-09-23","TestInventory","test_inventory","",""
"","554","test_catalog_sorting[firefox-price_high_to_low]","tests","2026-09-23","passed","2026-09-23","TestInventory","test_inventory","",""
"","511","test_login_negative[webkit-empty_password]","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","441","test_checkout_form_validation[firefox-missing_first_name]","tests","2026-09-23","broken","2026-09-23","","test_checkout","",""
"","1391","test_reset_app_state_clears_cart[chromium]","tests","2026-09-23","passed","2026-09-23","TestInventory","test_inventory","",""
"","488","test_login_negative[firefox-empty_password]","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","487","test_checkout_form_validation[firefox-missing_postal_code]","tests","2026-09-23","broken","2026-09-23","","test_checkout","",""
"","557","test_catalog_sorting[firefox-name_z_to_a]","tests","2026-09-23","passed","2026-09-23","TestInventory","test_inventory","",""
"","1809","test_logout_redirects_to_login_page[firefox]","tests","2026-09-23","passed","2026-09-23","TestInventory","test_inventory","",""
"","488","test_login_negative[webkit-locked_out]","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","267","test_login_negative[chromium-invalid_credentials]","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","314","test_login_negative[chromium-empty_password]","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","379","test_login_negative[webkit-invalid_credentials]","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","545","test_login_negative[firefox-locked_out]","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","307","test_checkout_form_validation[webkit-missing_last_name]","tests","2026-09-23","broken","2026-09-23","","test_checkout","",""
"","1692","test_reset_app_state_clears_cart[webkit]","tests","2026-09-23","passed","2026-09-23","TestInventory","test_inventory","",""
"","477","test_login_negative[firefox-invalid_credentials]","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","267","test_checkout_form_validation[chromium-missing_first_name]","tests","2026-09-23","broken","2026-09-23","","test_checkout","",""
"","469","test_catalog_sorting[webkit-name_z_to_a]","tests","2026-09-23","passed","2026-09-23","TestInventory","test_inventory","",""
"","1183","test_logout_redirects_to_login_page[webkit]","tests","2026-09-23","passed","2026-09-23","TestInventory","test_inventory","",""
"","1390","test_logout_redirects_to_login_page[chromium]","tests","2026-09-23","passed","2026-09-23","TestInventory","test_inventory","",""
"","352","test_catalog_sorting[chromium-price_low_to_high]","tests","2026-09-23","passed","2026-09-23","TestInventory","test_inventory","",""
"","446","test_catalog_sorting[webkit-price_high_to_low]","tests","2026-09-23","passed","2026-09-23","TestInventory","test_inventory","",""
"","1645","test_reset_app_state_clears_cart[firefox]","tests","2026-09-23","passed","2026-09-23","TestInventory","test_inventory","",""
"","399","test_checkout_form_validation[webkit-missing_postal_code]","tests","2026-09-23","broken","2026-09-23","","test_checkout","",""
"","543","test_catalog_sorting[webkit-price_low_to_high]","tests","2026-09-23","passed","2026-09-23","TestInventory","test_inventory","",""
