"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","552","test_catalog_sorting[firefox-price_high_to_low]","tests","2026-09-24","passed","2026-09-24","TestInventory","test_inventory","",""
"","309","test_login_negative[chromium-empty_username]","tests","2026-09-24","passed","2026-09-24","","test_login","",""
"","1661","test_reset_app_state_clears_cart[webkit]","tests","2026-09-24","passed","2026-09-24","TestInventory","test_inventory","",""
"","1024","test_checkout_form_validation[firefox-missing_postal_code]","tests","2026-09-24","passed","2026-09-24","TestCheckout","test_checkout","",""
"","600","test_checkout_form_validation[chromium-missing_first_name]","tests","2026-09-24","passed","2026-09-24","TestCheckout","test_checkout","",""
"","860","test_checkout_form_validation[firefox-missing_first_name]","tests","2026-09-24","passed","2026-09-24","TestCheckout","test_checkout","",""
"","546","test_checkout_form_validation[chromium-missing_postal_code]","tests","2026-09-24","passed","2026-09-24","TestCheckout","test_checkout","",""
"","575","test_login_negative[firefox-empty_password]","tests","2026-09-24","passed","2026-09-24","","test_login","",""
"","710","test_cancel_on_checkout_step_two_returns_to_inventory[chromium]","tests","2026-09-24","passed","2026-09-24","TestCart","test_cart","",""
"","959","test_cancel_on_checkout_step_one_returns_to_cart[webkit]","tests","2026-09-24","passed","2026-09-24","TestCart","test_cart","",""
"","447","test_catalog_sorting[webkit-price_low_to_high]","tests","2026-09-24","passed","2026-09-24","TestInventory","test_inventory","",""
"","1461","test_reset_app_state_clears_cart[chromium]","tests","2026-09-24","passed","2026-09-24","TestInventory","test_inventory","",""
"","331","test_successful_login[webkit]","tests","2026-09-24","passed","2026-09-24","","test_login","",""
"","499","test_catalog_sorting[webkit-name_z_to_a]","tests","2026-09-24","passed","2026-09-24","TestInventory","test_inventory","",""
"","333","test_catalog_sorting[chromium-name_z_to_a]","tests","2026-09-24","passed","2026-09-24","TestInventory","test_inventory","",""
"","1042","test_checkout_form_validation[firefox-missing_last_name]","tests","2026-09-24","passed","2026-09-24","TestCheckout","test_checkout","",""
"","781","test_catalog_sorting[firefox-name_a_to_z]","tests","2026-09-24","passed","2026-09-24","TestInventory","test_inventory","",""
"","634","test_catalog_sorting[firefox-price_low_to_high]","tests","2026-09-24","passed","2026-09-24","TestInventory","test_inventory","",""
"","1225","test_cancel_on_checkout_step_two_returns_to_inventory[firefox]","tests","2026-09-24","passed","2026-09-24","TestCart","test_cart","",""
"","674","test_add_to_cart_and_verify_item[webkit]","tests","2026-09-24","passed","2026-09-24","TestCart","test_cart","",""
"","453","test_login_negative[firefox-invalid_credentials]","tests","2026-09-24","passed","2026-09-24","","test_login","",""
"","834","test_checkout_form_validation[webkit-missing_postal_code]","tests","2026-09-24","passed","2026-09-24","TestCheckout","test_checkout","",""
"","626","test_cancel_on_checkout_step_one_returns_to_cart[chromium]","tests","2026-09-24","passed","2026-09-24","TestCart","test_cart","",""
"","354","test_catalog_sorting[chromium-price_high_to_low]","tests","2026-09-24","passed","2026-09-24","TestInventory","test_inventory","",""
"","304","test_login_negative[chromium-invalid_credentials]","tests","2026-09-24","passed","2026-09-24","","test_login","",""
"","590","test_remove_item_from_cart[webkit]","tests","2026-09-24","passed","2026-09-24","TestCart","test_cart","",""
"","1205","test_complete_checkout_flow[firefox]","tests","2026-09-24","passed","2026-09-24","TestCheckout","test_checkout","",""
"","561","test_catalog_sorting[firefox-name_z_to_a]","tests","2026-09-24","passed","2026-09-24","TestInventory","test_inventory","",""
"","924","test_add_to_cart_and_verify_item[firefox]","tests","2026-09-24","passed","2026-09-24","TestCart","test_cart","",""
"","544","test_login_negative[firefox-empty_username]","tests","2026-09-24","passed","2026-09-24","","test_login","",""
"","389","test_login_negative[webkit-locked_out]","tests","2026-09-24","passed","2026-09-24","","test_login","",""
"","249","test_login_negative[chromium-locked_out]","tests","2026-09-24","passed","2026-09-24","","test_login","",""
"","300","test_login_negative[chromium-empty_password]","tests","2026-09-24","passed","2026-09-24","","test_login","",""
"","1461","test_logout_redirects_to_login_page[webkit]","tests","2026-09-24","passed","2026-09-24","TestInventory","test_inventory","",""
"","501","test_remove_item_from_cart[chromium]","tests","2026-09-24","passed","2026-09-24","TestCart","test_cart","",""
"","725","test_complete_checkout_flow[chromium]","tests","2026-09-24","passed","2026-09-24","TestCheckout","test_checkout","",""
"","391","test_login_negative[webkit-empty_password]","tests","2026-09-24","passed","2026-09-24","","test_login","",""
"","372","test_catalog_sorting[chromium-name_a_to_z]","tests","2026-09-24","passed","2026-09-24","TestInventory","test_inventory","",""
"","1411","test_logout_redirects_to_login_page[chromium]","tests","2026-09-24","passed","2026-09-24","TestInventory","test_inventory","",""
"","809","test_checkout_form_validation[webkit-missing_first_name]","tests","2026-09-24","passed","2026-09-24","TestCheckout","test_checkout","",""
"","234","test_successful_login[chromium]","tests","2026-09-24","passed","2026-09-24","","test_login","",""
