"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","519","test_catalog_sorting[firefox-name_a_to_z]","tests","2026-09-25","passed","2026-09-25","TestInventory","test_inventory","",""
"","322","test_catalog_sorting[chromium-price_high_to_low]","tests","2026-09-25","passed","2026-09-25","TestInventory","test_inventory","",""
"","249","test_login_negative[chromium-locked_out]","tests","2026-09-25","passed","2026-09-25","","test_login","",""
"","389","test_catalog_sorting[chromium-name_a_to_z]","tests","2026-09-25","passed","2026-09-25","TestInventory","test_inventory","",""
"","596","test_remove_item_from_cart[webkit]","tests","2026-09-25","passed","2026-09-25","TestCart","test_cart","",""
"","923","test_add_to_cart_and_verify_item[webkit]","tests","2026-09-25","passed","2026-09-25","TestCart","test_cart","",""
"","894","test_cancel_on_checkout_step_two_returns_to_inventory[webkit]","tests","2026-09-25","passed","2026-09-25","TestCart","test_cart","",""
"","369","test_login_negative[webkit-empty_username]","tests","2026-09-25","passed","2026-09-25","","test_login","",""
"","1008","test_cancel_on_checkout_step_two_returns_to_inventory[firefox]","tests","2026-09-25","passed","2026-09-25","TestCart","test_cart","",""
"","418","test_login_negative[firefox-locked_out]","tests","2026-09-25","passed","2026-09-25","","test_login","",""
"","388","test_successful_login[firefox]","tests","2026-09-25","passed","2026-09-25","","test_login","",""
"","888","test_checkout_form_validation[firefox-missing_postal_code]","tests","2026-09-25","passed","2026-09-25","TestCheckout","test_checkout","",""
